STID,Sensor_ID,Sensor_Direction,Earthquake Name,Peak Acceleration,Log_Peak_Acceleration,Peak Velocity,Log_Peak_Velocity,Arias Intensity,Log_Arias_Intensity,Magnitude,PGA,Depth,Repi,Height (in),Breadth (in),Length (in),Stories,Total_Height (in),BDType,Base Length (in),Base Breadth (in),Typical Floor Length (in),Typical Floor Breadth (in)
CE23416,S12,X,Borrego Springs Earthquake of 10 Jun 2016,19.545,1.2910356747682659,1.366,0.1354506993455138,0.00523215,-2.281319817,5.2,0.015,12.3,126.9,756.0,3516.0,864.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S9,X,Borrego Springs Earthquake of 10 Jun 2016,18.865,1.2756568095370142,1.602,0.20466251174821887,0.006815568,-2.166497928,5.2,0.015,12.3,126.9,756.0,0.0,2448.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S6,X,Borrego Springs Earthquake of 10 Jun 2016,14.391,1.1580909731855595,1.273,0.10482840365365537,0.003862768,-2.413101366,5.2,0.015,12.3,126.9,576.0,0.0,2448.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S11,Y,Borrego Springs Earthquake of 10 Jun 2016,34.26,1.5347873586294916,2.94,0.46834733041215726,0.014720896,-1.832065741,5.2,0.015,12.3,126.9,756.0,1656.0,3156.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S14,Y,Borrego Springs Earthquake of 10 Jun 2016,68.513,1.8357729845230386,5.088,0.7065471026403575,0.048732949,-1.312177307,5.2,0.015,12.3,126.9,1116.0,1656.0,816.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S3,X,Borrego Springs Earthquake of 10 Jun 2016,9.659,0.9849321660674121,0.645,-0.190440285,0.001097072,-2.959765012,5.2,0.015,12.3,126.9,192.0,0.0,2448.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S5,Y,Borrego Springs Earthquake of 10 Jun 2016,14.46,1.160168292958512,1.184,0.073351702,0.002338976,-2.630974216,5.2,0.015,12.3,126.9,192.0,1656.0,3156.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S2,Y,Borrego Springs Earthquake of 10 Jun 2016,12.635,1.1015752462559336,1.048,0.020361282647707864,0.001970616,-2.705397907,5.2,0.015,12.3,126.9,0.0,2580.0,2340.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S7,Y,Borrego Springs Earthquake of 10 Jun 2016,27.284,1.4359080408591105,2.123,0.32694999416599885,0.008005101,-2.096633157,5.2,0.015,12.3,126.9,576.0,1656.0,816.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S13,X,Borrego Springs Earthquake of 10 Jun 2016,32.844,1.5164560434577485,2.112,0.32469391386177465,0.017190344,-1.764715422,5.2,0.015,12.3,126.9,1116.0,0.0,2448.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S1,X,Borrego Springs Earthquake of 10 Jun 2016,7.105,0.8515640822634886,0.648,-0.188424994,0.000967845,-3.014194059,5.2,0.015,12.3,126.9,0.0,2580.0,2340.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S4,Y,Borrego Springs Earthquake of 10 Jun 2016,13.261,1.1225762750571868,1.003,0.001300933,0.00210612,-2.676516963,5.2,0.015,12.3,126.9,192.0,1656.0,816.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S15,Y,Borrego Springs Earthquake of 10 Jun 2016,54.2,1.7339992865383869,4.569,0.659821158,0.044953791,-1.34723368,5.2,0.015,12.3,126.9,1116.0,1656.0,3156.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S8,Y,Borrego Springs Earthquake of 10 Jun 2016,24.178,1.3834203732456969,2.204,0.34321159017974745,0.007635718,-2.117150108,5.2,0.015,12.3,126.9,576.0,1656.0,3156.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S10,Y,Borrego Springs Earthquake of 10 Jun 2016,36.092,1.5574109486956222,3.03,0.48144262850230496,0.015236091,-1.817126441,5.2,0.015,12.3,126.9,756.0,1656.0,816.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S8,Y,Ridgecrest Earthquake of 04 Jul 2019,9.295,0.9682493941079173,1.205,0.080987047,0.005104927,-2.292010435,6.4,0.008,10.7,185.8,576.0,1656.0,3156.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S10,Y,Ridgecrest Earthquake of 04 Jul 2019,16.372,1.214101735973232,1.663,0.22089224921951925,0.011319043,-1.946190283,6.4,0.008,10.7,185.8,756.0,1656.0,816.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S15,Y,Ridgecrest Earthquake of 04 Jul 2019,18.371,1.2641327971692584,1.804,0.25623653320592293,0.024867839,-1.604361947,6.4,0.008,10.7,185.8,1116.0,1656.0,3156.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S4,Y,Ridgecrest Earthquake of 04 Jul 2019,5.373,0.730216841,0.697,-0.156767222,0.001688699,-2.772447635,6.4,0.008,10.7,185.8,192.0,1656.0,816.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S7,Y,Ridgecrest Earthquake of 04 Jul 2019,13.124,1.118066222,1.323,0.12155984418750096,0.006059855,-2.217537799,6.4,0.008,10.7,185.8,576.0,1656.0,816.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S13,X,Ridgecrest Earthquake of 04 Jul 2019,28.914,1.4611081766848522,2.292,0.3602146132953523,0.032636505,-1.486296353,6.4,0.008,10.7,185.8,1116.0,0.0,2448.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S1,X,Ridgecrest Earthquake of 04 Jul 2019,6.75,0.829303773,0.666,-0.176525771,0.001582188,-2.800741944,6.4,0.008,10.7,185.8,0.0,2580.0,2340.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S2,Y,Ridgecrest Earthquake of 04 Jul 2019,5.259,0.7209031708134575,0.676,-0.170053304,0.001579454,-2.801493117,6.4,0.008,10.7,185.8,0.0,2580.0,2340.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S3,X,Ridgecrest Earthquake of 04 Jul 2019,7.582,0.8797837800904158,0.744,-0.128427064,0.001882501,-2.725264813,6.4,0.008,10.7,185.8,192.0,0.0,2448.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S5,Y,Ridgecrest Earthquake of 04 Jul 2019,6.66,0.8234742291703011,0.725,-0.139661993,0.001862727,-2.729850865,6.4,0.008,10.7,185.8,192.0,1656.0,3156.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S14,Y,Ridgecrest Earthquake of 04 Jul 2019,26.525,1.4236553925733781,2.483,0.3949767195545643,0.033272129,-1.477919407,6.4,0.008,10.7,185.8,1116.0,1656.0,816.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S11,Y,Ridgecrest Earthquake of 04 Jul 2019,11.395,1.0567143295163943,1.414,0.1504494094608806,0.008947641,-2.048291465,6.4,0.008,10.7,185.8,756.0,1656.0,3156.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S6,X,Ridgecrest Earthquake of 04 Jul 2019,12.512,1.0973267357157728,1.347,0.12936759572298562,0.007731184,-2.111754017,6.4,0.008,10.7,185.8,576.0,0.0,2448.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S9,X,Ridgecrest Earthquake of 04 Jul 2019,15.881,1.2008778457490257,1.676,0.2242740142942577,0.013808267,-1.859860813,6.4,0.008,10.7,185.8,756.0,0.0,2448.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S12,X,Ridgecrest Earthquake of 04 Jul 2019,16.077,1.2062050117632743,1.189,0.075181855,0.005913019,-2.228190736,6.4,0.008,10.7,185.8,756.0,3516.0,864.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S2,Y,La Habra Earthquake of 28 Mar 2014,26.928,1.4302040986317486,1.966,0.29358351349611683,0.00526858,-2.278306399,5.1,0.032,4.8,30.6,0.0,2580.0,2340.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S7,Y,La Habra Earthquake of 28 Mar 2014,48.341,1.6843156301425848,3.758,0.5749567757645068,0.032096115,-1.493547539,5.1,0.032,4.8,30.6,576.0,1656.0,816.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S13,X,La Habra Earthquake of 28 Mar 2014,58.56,1.7676010680503356,4.716,0.6735737964230516,0.1286891635025339,-0.890458022,5.1,0.032,4.8,30.6,1116.0,0.0,2448.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S1,X,La Habra Earthquake of 28 Mar 2014,21.62,1.3348556896172916,1.667,0.22193559982800534,0.004297687,-2.366765178,5.1,0.032,4.8,30.6,0.0,2580.0,2340.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S15,Y,La Habra Earthquake of 28 Mar 2014,92.14,1.9644482079166607,7.6,0.8808135922807914,0.1268151317773796,-0.896828923,5.1,0.032,4.8,30.6,1116.0,1656.0,3156.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S4,Y,La Habra Earthquake of 28 Mar 2014,31.755,1.5018121170750933,2.026,0.3066394410242616,0.005873354,-2.231113858,5.1,0.032,4.8,30.6,192.0,1656.0,816.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S8,Y,La Habra Earthquake of 28 Mar 2014,39.606,1.5977609831352289,3.246,0.5113485154902131,0.02457309,-1.609540224,5.1,0.032,4.8,30.6,576.0,1656.0,3156.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S10,Y,La Habra Earthquake of 28 Mar 2014,69.252,1.8404323203562876,5.034,0.7019132112123438,0.067244026,-1.172346293,5.1,0.032,4.8,30.6,756.0,1656.0,816.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S9,X,La Habra Earthquake of 28 Mar 2014,39.736,1.5991841469871668,2.688,0.42942926438178763,0.045231638,-1.344557685,5.1,0.032,4.8,30.6,756.0,0.0,2448.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S12,X,La Habra Earthquake of 28 Mar 2014,34.91,1.5429498488141788,2.25,0.3521825181113625,0.026622177,-1.574756436,5.1,0.032,4.8,30.6,756.0,3516.0,864.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S11,Y,La Habra Earthquake of 28 Mar 2014,54.158,1.733662617918564,4.502,0.6534054906645012,0.045688978,-1.340188552,5.1,0.032,4.8,30.6,756.0,1656.0,3156.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S6,X,La Habra Earthquake of 28 Mar 2014,29.257,1.4662297917058342,2.047,0.3111178426625057,0.021796424,-1.661614752,5.1,0.032,4.8,30.6,576.0,0.0,2448.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S3,X,La Habra Earthquake of 28 Mar 2014,27.708,1.4426051789648011,2.004,0.3018977171952081,0.005884874,-2.230262798,5.1,0.032,4.8,30.6,192.0,0.0,2448.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S5,Y,La Habra Earthquake of 28 Mar 2014,28.439,1.4539143212378498,2.024,0.3062105081677615,0.00598429,-2.222987386,5.1,0.032,4.8,30.6,192.0,1656.0,3156.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE23416,S14,Y,La Habra Earthquake of 28 Mar 2014,114.072,2.0571790560063645,8.982,0.953373051,0.2203226427296147,-0.656940868,5.1,0.032,4.8,30.6,1116.0,1656.0,816.0,5.0,924.0,STEEL,4752.0,3492.0,4752.0,3492.0
CE24602,S20,Y,Encino Earthquake of 17 Mar 2014,7.506,0.8754085600770636,0.757,-0.12090412,0.002442092,-2.612237904,4.4,0.012,9.9,182.5,9432.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S12,Y,Encino Earthquake of 17 Mar 2014,7.154,0.8545489358129508,0.459,-0.338187314,0.001143735,-2.941674589,4.4,0.012,9.9,182.5,4104.0,936.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S2,X,Encino Earthquake of 17 Mar 2014,12.55,1.098643725817057,0.288,-0.540607512,0.000659008,-3.181109363,4.4,0.012,9.9,182.5,0.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S4,Y,Encino Earthquake of 17 Mar 2014,6.973,0.8434196652049183,0.242,-0.616184634,0.000286125,-3.543443738,4.4,0.012,9.9,182.5,0.0,624.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S17,Y,Encino Earthquake of 17 Mar 2014,4.201,0.623352682,0.302,-0.519993057,0.000688432,-3.162139101,4.4,0.012,9.9,182.5,8316.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S14,Y,Encino Earthquake of 17 Mar 2014,4.952,0.6947806360120615,0.372,-0.42945706,0.000761133,-3.118539199,4.4,0.012,9.9,182.5,6132.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S7,Y,Encino Earthquake of 17 Mar 2014,12.686,1.103324707061445,0.326,-0.4867824,0.000936447,-3.028516825,4.4,0.012,9.9,182.5,504.0,936.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S8,X,Encino Earthquake of 17 Mar 2014,6.944,0.8416097121684355,0.511,-0.2915791,0.001583239,-2.800453447,4.4,0.012,9.9,182.5,2856.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S18,Y,Encino Earthquake of 17 Mar 2014,5.734,0.7584576886104657,0.427,-0.369572125,0.000952589,-3.021094629,4.4,0.012,9.9,182.5,8316.0,936.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S11,Y,Encino Earthquake of 17 Mar 2014,6.187,0.7914801160200009,0.408,-0.389339837,0.001081029,-2.966162656,4.4,0.012,9.9,182.5,4104.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S13,X,Encino Earthquake of 17 Mar 2014,5.588,0.7472563974421443,0.489,-0.310691141,0.001241688,-2.905987547,4.4,0.012,9.9,182.5,6132.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S16,X,Encino Earthquake of 17 Mar 2014,8.267,0.9173479376277716,0.621,-0.2069084,0.001875499,-2.726883133,4.4,0.012,9.9,182.5,8316.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S9,Y,Encino Earthquake of 17 Mar 2014,7.474,0.8735530935136188,0.421,-0.375717904,0.001046275,-2.980354317,4.4,0.012,9.9,182.5,2856.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S5,X,Encino Earthquake of 17 Mar 2014,11.6,1.0644579892269184,0.367,-0.435333936,0.000847507,-3.071856677,4.4,0.012,9.9,182.5,504.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S3,Y,Encino Earthquake of 17 Mar 2014,6.039,0.7809650296083169,0.245,-0.610833916,0.000380364,-3.419800377,4.4,0.012,9.9,182.5,0.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S1,Z,Encino Earthquake of 17 Mar 2014,12.943,1.1120349511734298,0.25,-0.602059991,0.000718614,-3.143504046,4.4,0.012,9.9,182.5,0.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S10,X,Encino Earthquake of 17 Mar 2014,5.803,0.7636525705645304,0.484,-0.315154638,0.00119785,-2.921597552,4.4,0.012,9.9,182.5,4104.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S6,Y,Encino Earthquake of 17 Mar 2014,19.046,1.2798037799941036,0.384,-0.415668776,0.001005974,-2.997413394,4.4,0.012,9.9,182.5,504.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S15,Y,Encino Earthquake of 17 Mar 2014,4.902,0.6903733069160591,0.395,-0.403402904,0.000929749,-3.03163422,4.4,0.012,9.9,182.5,6132.0,936.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S19,X,Encino Earthquake of 17 Mar 2014,14.377,1.1576682727387693,1.017,0.007320953,0.00506791,-2.295171107,4.4,0.012,9.9,182.5,9432.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S20,Y,Lennox Earthquake of 05 Apr 2021,9.768,0.989805651,0.766,-0.11577123,0.001295559,-2.887542759,4.0,0.035,19.3,17.2,9432.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S12,Y,Lennox Earthquake of 05 Apr 2021,12.865,1.1094097905463653,0.495,-0.305394801,0.001194054,-2.922975897,4.0,0.035,19.3,17.2,4104.0,936.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S4,Y,Lennox Earthquake of 05 Apr 2021,19.397,1.2877345657964885,0.452,-0.344861565,0.001305114,-2.88435146,4.0,0.035,19.3,17.2,0.0,624.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S2,X,Lennox Earthquake of 05 Apr 2021,18.214,1.2604053322398243,0.462,-0.335358024,0.001249454,-2.903279556,4.0,0.035,19.3,17.2,0.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S17,Y,Lennox Earthquake of 05 Apr 2021,5.868,0.768490105,0.307,-0.512861625,0.000562133,-3.250160999,4.0,0.035,19.3,17.2,8316.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S14,Y,Lennox Earthquake of 05 Apr 2021,7.934,0.8994921961381317,0.383,-0.416801226,0.000568831,-3.24501711,4.0,0.035,19.3,17.2,6132.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S7,Y,Lennox Earthquake of 05 Apr 2021,15.573,1.1923722835985118,0.55,-0.259637311,0.001107976,-2.955469733,4.0,0.035,19.3,17.2,504.0,936.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S8,X,Lennox Earthquake of 05 Apr 2021,11.489,1.0602822294383458,0.485,-0.314258261,0.0008078,-3.092696349,4.0,0.035,19.3,17.2,2856.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S18,Y,Lennox Earthquake of 05 Apr 2021,5.882,0.7695250201710505,0.312,-0.505845406,0.000664054,-3.177796647,4.0,0.035,19.3,17.2,8316.0,936.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S11,Y,Lennox Earthquake of 05 Apr 2021,11.867,1.0743409423650772,0.487,-0.312471039,0.00099201,-3.003483992,4.0,0.035,19.3,17.2,4104.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S13,X,Lennox Earthquake of 05 Apr 2021,5.882,0.7695250201710505,0.328,-0.484126156,0.000383725,-3.415980298,4.0,0.035,19.3,17.2,6132.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S16,X,Lennox Earthquake of 05 Apr 2021,5.134,0.7104558643354246,0.266,-0.575118363,0.000378552,-3.421874904,4.0,0.035,19.3,17.2,8316.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S9,Y,Lennox Earthquake of 05 Apr 2021,14.772,1.169439298978941,0.54,-0.26760624,0.001285075,-2.891071482,4.0,0.035,19.3,17.2,2856.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S3,Y,Lennox Earthquake of 05 Apr 2021,19.281,1.2851295546300625,0.463,-0.334419009,0.001307305,-2.883623009,4.0,0.035,19.3,17.2,0.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S5,X,Lennox Earthquake of 05 Apr 2021,14.28,1.1547282074401555,0.38,-0.420216403,0.000628168,-3.201924227,4.0,0.035,19.3,17.2,504.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S1,Z,Lennox Earthquake of 05 Apr 2021,8.194,0.9134959596171236,0.15,-0.823908741,0.000574482,-3.240723317,4.0,0.035,19.3,17.2,0.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S10,X,Lennox Earthquake of 05 Apr 2021,8.853,0.947090464,0.413,-0.384049948,0.00055471,-3.255934256,4.0,0.035,19.3,17.2,4104.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S6,Y,Lennox Earthquake of 05 Apr 2021,14.24,1.1535099893008376,0.5,-0.301029996,0.001074074,-2.968965784,4.0,0.035,19.3,17.2,504.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S19,X,Lennox Earthquake of 05 Apr 2021,8.618,0.93540649,0.6,-0.22184875,0.000986731,-3.005801367,4.0,0.035,19.3,17.2,9432.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S15,Y,Lennox Earthquake of 05 Apr 2021,7.535,0.8770832566506507,0.386,-0.413412695,0.000607544,-3.216422563,4.0,0.035,19.3,17.2,6132.0,936.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S16,X,Ridgecrest Earthquake of 05 Jul 2019,38.7,1.5877109650189114,25.389,1.404645595594691,0.7482866924942344,-0.125931978,7.1,0.16,8.0,32.6,8316.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S9,Y,Ridgecrest Earthquake of 05 Jul 2019,30.348,1.4821300753920297,5.609,0.7488854400095167,0.038922277,-1.409801758,7.1,0.16,8.0,32.6,2856.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S13,X,Ridgecrest Earthquake of 05 Jul 2019,24.586,1.3906878772855105,18.877,1.275932975821708,0.3708340669995953,-0.430820376,7.1,0.16,8.0,32.6,6132.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S10,X,Ridgecrest Earthquake of 05 Jul 2019,31.748,1.501716371633598,12.878,1.1098484207561055,0.1877286473016242,-0.726469449,7.1,0.16,8.0,32.6,4104.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S6,Y,Ridgecrest Earthquake of 05 Jul 2019,23.498,1.3710308994663263,3.638,0.5608626947274648,0.014273651,-1.845464941,7.1,0.16,8.0,32.6,504.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S15,Y,Ridgecrest Earthquake of 05 Jul 2019,27.15,1.4337698339248657,10.438,1.0186172925194417,0.060100412,-1.22112255,7.1,0.16,8.0,32.6,6132.0,936.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S19,X,Ridgecrest Earthquake of 05 Jul 2019,71.836,1.8563421417787938,29.517,1.470072215290109,1.075389652778197,0.031565853,7.1,0.16,8.0,32.6,9432.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S5,X,Ridgecrest Earthquake of 05 Jul 2019,19.246,1.2843404814580968,2.99,0.4756711883244297,0.015073362,-1.82178986,7.1,0.16,8.0,32.6,504.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S3,Y,Ridgecrest Earthquake of 05 Jul 2019,13.225,1.1213956807072234,3.527,0.5474054596674897,0.009091434,-2.041367607,7.1,0.16,8.0,32.6,0.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S1,Z,Ridgecrest Earthquake of 05 Jul 2019,8.93,0.9508514588885464,1.775,0.24919835739111287,0.004609225,-2.33637211,7.1,0.16,8.0,32.6,0.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S2,X,Ridgecrest Earthquake of 05 Jul 2019,14.701,1.1673468775856355,2.826,0.4511721575125398,0.010098237,-1.995754424,7.1,0.16,8.0,32.6,0.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S4,Y,Ridgecrest Earthquake of 05 Jul 2019,12.455,1.0953437318725254,3.499,0.5439439424829065,0.00858214,-2.066404422,7.1,0.16,8.0,32.6,0.0,624.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S17,Y,Ridgecrest Earthquake of 05 Jul 2019,24.487,1.388935581235242,13.292,1.1235903326066734,0.096684784,-1.014641867,7.1,0.16,8.0,32.6,8316.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S20,Y,Ridgecrest Earthquake of 05 Jul 2019,60.2,1.7795964912578246,15.111,1.1792932055773737,0.1706839953970017,-0.7678072,7.1,0.16,8.0,32.6,9432.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S12,Y,Ridgecrest Earthquake of 05 Jul 2019,35.22,1.546789351631258,7.977,0.9018395920512295,0.06332202,-1.198445238,7.1,0.16,8.0,32.6,4104.0,936.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S18,Y,Ridgecrest Earthquake of 05 Jul 2019,28.478,1.4545094856859058,14.301,1.1553664066467044,0.1122988014649625,-0.949624879,7.1,0.16,8.0,32.6,8316.0,936.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S11,Y,Ridgecrest Earthquake of 05 Jul 2019,36.755,1.5653164270856206,7.537,0.8771985152717897,0.05283266,-1.277097525,7.1,0.16,8.0,32.6,4104.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S14,Y,Ridgecrest Earthquake of 05 Jul 2019,26.04,1.4156409798961542,10.052,1.0022524799205383,0.053166521,-1.274361757,7.1,0.16,8.0,32.6,6132.0,936.0,936.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
CE24602,S7,Y,Ridgecrest Earthquake of 05 Jul 2019,22.967,1.3611042704003045,3.646,0.5618166643189575,0.014747805,-1.831272608,7.1,0.16,8.0,32.6,504.0,936.0,1872.0,54.0,9276.0,STEEL,3288.0,3156.0,1872.0,1872.0
